System_names	Gene	Gene_position	Coding_region_start	Coding_region_end	Coding_order	chr	Exon_start	Exon_end	strand	Exon	chr(GCF_000001405.39_GRCh38.p13)		
CROM	CD55	207321701-207360501	207324559	207324750	3 	chr1	207324559	207324750	+	3	NC_000001.11		
CROM	CD55	207321701-207360501	207325622	207325721	4 	chr1	207325622	207325721	+	4	NC_000001.11		
CROM	CD55	207321701-207360501	207326752	207326837	5 	chr1	207326752	207326837	+	5	NC_000001.11		
CROM	CD55	207321701-207360501	207331108	207331296	6 	chr1	207331108	207331296	+	6	NC_000001.11		
CROM	CD55	207321701-207360501	207336693	207336818	7 	chr1	207336693	207336818	+	7	NC_000001.11		
CROM	CD55	207321701-207360501	207337329	207337409	8 	chr1	207337329	207337409	+	8	NC_000001.11		
CROM	CD55	207321701-207360501	207339397	207339417	9 	chr1	207339397	207339417	+	9	NC_000001.11		
CROM	CD55	207321701-207360501	207340391	207340508	10 	chr1	207340391	207340508	+	10	NC_000001.11		
CROM	CD55	207321701-207360501	207359546	207359669	11 	chr1	207359546	207360501	+	11	NC_000001.11		
KN	CR1	207496147-207641765 	207496268 	207496388 	1 	chr1	207496147	207496388	+	1	NC_000001.11		
KN	CR1	207496147-207641765 	207505904 	207506083 	2 	chr1	207505904	207506083	+	2	NC_000001.11		
KN	CR1	207496147-207641765	207506714 	207506813 	3 	chr1	207506714	207506813	+	3	NC_000001.11		
KN	CR1	207496147-207641765	207511569 	207511654 	4 	chr1	207511569	207511654	+	4	NC_000001.11		
KN	CR1	207496147-207641765	207523611 	207524009 	5 	chr1	207523611	207524009	+	5	NC_000001.11		
KN	CR1	207496147-207641765	207526753 	207526929 	6 	chr1	207526753	207526929	+	6	NC_000001.11		
KN	CR1	207496147-207641765	207527021 	207527123 	7 	chr1	207527021	207527123	+	7	NC_000001.11		
KN	CR1	207496147-207641765	207528716 	207528801 	8 	chr1	207528716	207528801	+	8	NC_000001.11		
KN	CR1	207496147-207641765	207532180 	207532398 	9 	chr1	207532180	207532398	+	9	NC_000001.11		
KN	CR1	207496147-207641765	207533409 	207533588 	10 	chr1	207533409	207533588	+	10	NC_000001.11		
KN	CR1	207496147-207641765	207534197 	207534296 	11 	chr1	207534197	207534296	+	11	NC_000001.11		
KN	CR1	207496147-207641765	207539981 	207540066 	12 	chr1	207539981	207540066	+	12	NC_000001.11		
KN	CR1	207496147-207641765	207542182 	207542580 	13 	chr1	207542182	207542580	+	13	NC_000001.11		
KN	CR1	207496147-207641765	207563864 	207564040 	14 	chr1	207563864	207564040	+	14	NC_000001.11		
KN	CR1	207496147-207641765	207564132 	207564234 	15 	chr1	207564132	207564234	+	15	NC_000001.11		
KN	CR1	207496147-207641765	207565838 	207565923 	16 	chr1	207565838	207565923	+	16	NC_000001.11		
KN	CR1	207496147-207641765	207567824 	207568042 	17 	chr1	207567824	207568042	+	17	NC_000001.11		
KN	CR1	207496147-207641765	207569059 	207569238 	18 	chr1	207569059	207569238	+	18	NC_000001.11		
KN	CR1	207496147-207641765	207569847 	207569946 	19 	chr1	207569847	207569946	+	19	NC_000001.11		
KN	CR1	207496147-207641765	207575595 	207575680 	20 	chr1	207575595	207575680	+	20	NC_000001.11		
KN	CR1	207496147-207641765	207577805 	207578203 	21 	chr1	207577805	207578203	+	21	NC_000001.11		
KN	CR1	207496147-207641765	207580240 	207580416 	22 	chr1	207580240	207580416	+	22	NC_000001.11		
KN	CR1	207496147-207641765	207580511 	207580613 	23 	chr1	207580511	207580613	+	23	NC_000001.11		
KN	CR1	207496147-207641765	207581918 	207582003 	24 	chr1	207581918	207582003	+	24	NC_000001.11		
KN	CR1	207496147-207641765	207584649 	207584876 	25 	chr1	207584649	207584876	+	25	NC_000001.11		
KN	CR1	207496147-207641765	207587386 	207587565 	26 	chr1	207587386	207587565	+	26	NC_000001.11		
KN	CR1	207496147-207641765	207588675 	207588774 	27 	chr1	207588675	207588774	+	27	NC_000001.11		
KN	CR1	207496147-207641765	207607251 	207607336 	28 	chr1	207607251	207607336	+	28	NC_000001.11		
KN	CR1	207496147-207641765	207609290 	207609688 	29 	chr1	207609290	207609688	+	29	NC_000001.11		
KN	CR1	207496147-207641765	207611677 	207611853 	30 	chr1	207611677	207611853	+	30	NC_000001.11		
KN	CR1	207496147-207641765	207611939 	207612041 	31 	chr1	207611939	207612041	+	31	NC_000001.11		
KN	CR1	207496147-207641765	207614404 	207614489 	32 	chr1	207614404	207614489	+	32	NC_000001.11		
KN	CR1	207496147-207641765	207616575 	207616802 	33 	chr1	207616575	207616802	+	33	NC_000001.11		
KN	CR1	207496147-207641765	207618071 	207618247 	34 	chr1	207618071	207618247	+	34	NC_000001.11		
KN	CR1	207496147-207641765	207619880 	207620065 	35 	chr1	207619880	207620065	+	35	NC_000001.11		
KN	CR1	207496147-207641765	207621973 	207621996 	36 	chr1	207621973	207621996	+	36	NC_000001.11		
KN	CR1	207496147-207641765	207622993 	207623068 	37 	chr1	207622993	207623068	+	37	NC_000001.11		
KN	CR1	207496147-207641765	207630517 	207630621 	38 	chr1	207630517	207630621	+	38	NC_000001.11		
KN	CR1	207496147-207641765	207639397 	207639409 	39 	chr1	207639397	207641765	+	39	NC_000001.11		
IN	CD44	35139171-35232402	35139304 	35139370 	1 	chr11	35139171	35139370	+	1	NC_000011.10		
IN	CD44	35139171-35232402	35176575 	35176740 	2 	chr11	35176575	35176740	+	2	NC_000011.10		
IN	CD44	35139171-35232402	35180274 	35180407 	3 	chr11	35180274	35180407	+	3	NC_000011.10		
IN	CD44	35139171-35232402	35186832 	35186900 	4 	chr11	35186832	35186900	+	4	NC_000011.10		
IN	CD44	35139171-35232402	35189835 	35190065 	5 	chr11	35189835	35190065	+	5	NC_000011.10		
IN	CD44	35139171-35232402	35214852 	35214914 	6 	chr11	35214852	35214914	+	6	NC_000011.10		
IN	CD44	35139171-35232402	35219316 	35219387 	7 	chr11	35219316	35219387	+	7	NC_000011.10		
IN	CD44	35139171-35232402	35221654 	35221732 	8 	chr11	35221654	35221732	+	8	NC_000011.10		
IN	CD44	35139171-35232402	35229129 	35229333 	9 	chr11	35229129	35232402	+	9	NC_000011.10		
OK	BSG	572596-583493	572635	572701	1 	chr19	572596	572701	+	1	NC_000019.10		
OK	BSG	572596-583493	579500	579656	2 	chr19	579500	579656	+	2	NC_000019.10		
OK	BSG	572596-583493	580379	580461	3 	chr19	580379	580461	+	3	NC_000019.10		
OK	BSG	572596-583493	580646	580782	4 	chr19	580646	580782	+	4	NC_000019.10		
OK	BSG	572596-583493	581315	581591	5 	chr19	581315	581591	+	5	NC_000019.10		
OK	BSG	572596-583493	582306	582330	6 	chr19	582306	582330	+	6	NC_000019.10		
OK	BSG	572596-583493	582514	582577	7 	chr19	582514	582582	+	7	NC_000019.10		
OK	BSG	572596-583493	*	*	*	chr19	582750	583493	+	8	NC_000019.10		
RAPH	CD151	832952-838835 	*	*	*	chr11	832952	833026	+	1	NC_000011.10		
RAPH	CD151	832952-838835 	*	*	*	chr11	834530	834591	+	2	NC_000011.10		
RAPH	CD151	832952-838835	836070 	836153 	1 	chr11	836063	836153	+	3	NC_000011.10		
RAPH	CD151	832952-838835	836251 	836442 	2 	chr11	836251	836442	+	4	NC_000011.10		
RAPH	CD151	832952-838835	836769 	836843 	3 	chr11	836769	836843	+	5	NC_000011.10		
RAPH	CD151	832952-838835	837250 	837354 	4 	chr11	837250	837354	+	6	NC_000011.10		
RAPH	CD151	832952-838835	837460 	837618 	5 	chr11	837460	837618	+	7	NC_000011.10		
RAPH	CD151	832952-838835	837942 	838028 	6 	chr11	837942	838028	+	8	NC_000011.10		
RAPH	CD151	832952-838835	838133 	838192 	7 	chr11	838133	838831	+	9	NC_000011.10		
JMH	SEMA7A	74409289-74433958	74433741 	74433918 	1 	chr15	74433741	74433958	-	1	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74418801 	74418952 	2 	chr15	74418801	74418952	-	2	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74418268 	74418309 	3 	chr15	74418268	74418309	-	3	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74417877 	74417969 	4 	chr15	74417877	74417969	-	4	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74417591 	74417675 	5 	chr15	74417591	74417675	-	5	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74417335 	74417445 	6 	chr15	74417335	74417445	-	6	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74416575 	74416714 	7 	chr15	74416575	74416714	-	7	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74415801 	74415985 	8 	chr15	74415801	74415985	-	8	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74414838 	74414946 	9 	chr15	74414838	74414946	-	9	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74414547 	74414745 	10 	chr15	74414547	74414745	-	10	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74411885 	74412012 	11 	chr15	74411885	74412012	-	11	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74411556 	74411710 	12 	chr15	74411556	74411710	-	12	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74411295 	74411356 	13 	chr15	74411295	74411356	-	13	NC_000015.10		
JMH	SEMA7A	74409289-74433958	74410624 	74410985 	14 	chr15	74409289	74410985	-	14	NC_000015.10		
I	GCNT2	10585760-10629368 	10585990	10586914	1 	chr6	10585760	10586914	+	1	NC_000006.12		
I	GCNT2	10585760-10629368 	10621351	10621443	2 	chr6	10621351	10621443	+	2	NC_000006.12		
I	GCNT2	10585760-10629368 	10626417	10626607	3 	chr6	10626417	10629368	+	3	NC_000006.12		
GLOB	B3GALNT1	161083883-161105349	*	*	*	chr3	161105235	161105349	-	1	NC_000003.12		
GLOB	B3GALNT1	161083883-161105349	*	*	*	chr3	161104319	161104406	-	2	NC_000003.12		
GLOB	B3GALNT1	161083883-161105349	*	*	*	chr3	161103427	161103517	-	3	NC_000003.12		
GLOB	B3GALNT1	161083883-161105349	*	*	*	chr3	161101139	161101233	-	4	NC_000003.12		
GLOB	B3GALNT1	161083883-161105349	161085759	161086754	1 	chr3	161083883	161086788	-	5	NC_000003.12		
GIL	AQP3	33441160-33447593	33447423 	33447530 	1	chr9	33447423	33447593	-	1	NC_000009.12		
GIL	AQP3	33441160-33447593	33443766 	33443892 	2	chr9	33443766	33443892	-	2	NC_000009.12		
GIL	AQP3	33441160-33447593	33443321 	33443458 	3	chr9	33443321	33443458	-	3	NC_000009.12		
GIL	AQP3	33441160-33447593	33442852 	33442970 	4	chr9	33442852	33442970	-	4	NC_000009.12		
GIL	AQP3	33441160-33447593	33442301 	33442518 	5	chr9	33442301	33442518	-	5	NC_000009.12		
GIL	AQP3	33441160-33447593	33442043 	33442211 	6	chr9	33441160	33442211	-	6	NC_000009.12		
RHAG	RHAG	49605175-49636839	49636656	49636812	1 	chr6	49636656	49636839	-	1 	NC_000006.12		
RHAG	RHAG	49605175-49636839	49619179	49619362	2 	chr6	49619179	49619362	-	2 	NC_000006.12		
RHAG	RHAG	49605175-49636839	49618068	49618218	3 	chr6	49618068	49618218	-	3 	NC_000006.12		
RHAG	RHAG	49605175-49636839	49615624	49615771	4 	chr6	49615624	49615771	-	4 	NC_000006.12		
RHAG	RHAG	49605175-49636839	49614687	49614853	5 	chr6	49614687	49614853	-	5 	NC_000006.12		
RHAG	RHAG	49605175-49636839	49612397	49612534	6 	chr6	49612397	49612534	-	6 	NC_000006.12		
RHAG	RHAG	49605175-49636839	49611024	49611145	7 	chr6	49611024	49611145	-	7 	NC_000006.12		
RHAG	RHAG	49605175-49636839	49607150	49607220	8 	chr6	49607150	49607220	-	8 	NC_000006.12		
RHAG	RHAG	49605175-49636839	49606848	49606921	9 	chr6	49606848	49606921	-	9 	NC_000006.12		
RHAG	RHAG	49605175-49636839	49605813	49605830	10 	chr6	49605175	49605830	-	10 	NC_000006.12		
FORS	GBGT1	133152948-133163914	*	*	*	chr9	133163754	133163914	-	1	NC_000009.12		
FORS	GBGT1	133152948-133163914	133162342	133162412	1	chr9	133162342	133162532	-	2	NC_000009.12		
FORS	GBGT1	133152948-133163914	133161467	133161532	2	chr9	133161467	133161532	-	3	NC_000009.12		
FORS	GBGT1	133152948-133163914	133156015	133156065	3	chr9	133156015	133156065	-	4	NC_000009.12		
FORS	GBGT1	133152948-133163914	133155901	133155936	4	chr9	133155901	133155936	-	5	NC_000009.12		
FORS	GBGT1	133152948-133163914	133155178	133155312	5	chr9	133155178	133155312	-	6	NC_000009.12		
FORS	GBGT1	133152948-133163914	133153577	133154261	6	chr9	133152948	133154261	-	7	NC_000009.12		
JR	ABCG2	88090269-88158639 	*	*	*	chr4	88158386	88158639	-	1	NC_000004.12		
JR	ABCG2	88090269-88158639 	88139793	88139995	1 	chr4	88139793	88140014	-	2	NC_000004.12		
JR	ABCG2	88090269-88158639	88132576	88132635	2 	chr4	88132576	88132635	-	3	NC_000004.12		
JR	ABCG2	88090269-88158639	88131803	88131917	3 	chr4	88131803	88131917	-	4	NC_000004.12		
JR	ABCG2	88090269-88158639	88131061	88131213	4 	chr4	88131061	88131213	-	5	NC_000004.12		
JR	ABCG2	88090269-88158639	88121635	88121792	5 	chr4	88121635	88121792	-	6	NC_000004.12		
JR	ABCG2	88090269-88158639	88118109	88118260	6 	chr4	88118109	88118260	-	7	NC_000004.12		
JR	ABCG2	88090269-88158639	88114957	88115058	7 	chr4	88114957	88115058	-	8	NC_000004.12		
JR	ABCG2	88090269-88158639	88113303	88113553	8 	chr4	88113303	88113553	-	9	NC_000004.12		
JR	ABCG2	88090269-88158639	88107184	88107266	9 	chr4	88107184	88107266	-	10	NC_000004.12		
JR	ABCG2	88090269-88158639	88101230	88101319	10 	chr4	88101230	88101319	-	11	NC_000004.12		
JR	ABCG2	88090269-88158639	88099324	88099448	11 	chr4	88099324	88099448	-	12	NC_000004.12		
JR	ABCG2	88090269-88158639	88097453	88097607	12 	chr4	88097453	88097607	-	13	NC_000004.12		
JR	ABCG2	88090269-88158639	88095520	88095609	13 	chr4	88095520	88095609	-	14	NC_000004.12		
JR	ABCG2	88090269-88158639	88094577	88094659	14 	chr4	88094577	88094659	-	15	NC_000004.12		
JR	ABCG2	88090269-88158639	88092234	88092381	15 	chr4	88090269	88092381	-	16	NC_000004.12		
LAN	ABCB6	219209772-219218958	219218125	219218673	1 	chr2	219218125	219218958	-	1	NC_000002.12		
LAN	ABCB6	219209772-219218958	219217670	219217807	2 	chr2	219217670	219217807	-	2	NC_000002.12		
LAN	ABCB6	219209772-219218958	219216652	219216832	3 	chr2	219216652	219216832	-	3	NC_000002.12		
LAN	ABCB6	219209772-219218958	219216364	219216465	4 	chr2	219216364	219216465	-	4	NC_000002.12		
LAN	ABCB6	219209772-219218958	219215997	219216180	5 	chr2	219215997	219216180	-	5	NC_000002.12		
LAN	ABCB6	219209772-219218958	219214961	219215082	6 	chr2	219214961	219215082	-	6	NC_000002.12		
LAN	ABCB6	219209772-219218958	219214389	219214498	7 	chr2	219214389	219214498	-	7	NC_000002.12		
LAN	ABCB6	219209772-219218958	219214121	219214186	8 	chr2	219214121	219214186	-	8	NC_000002.12		
LAN	ABCB6	219209772-219218958	219213826	219213951	9 	chr2	219213826	219213951	-	9	NC_000002.12		
LAN	ABCB6	219209772-219218958	219213590	219213666	10 	chr2	219213590	219213666	-	10	NC_000002.12		
LAN	ABCB6	219209772-219218958	219213439	219213502	11 	chr2	219213439	219213502	-	11	NC_000002.12		
LAN	ABCB6	219209772-219218958	219213241	219213326	12 	chr2	219213241	219213326	-	12	NC_000002.12		
LAN	ABCB6	219209772-219218958	219213008	219213065	13 	chr2	219213008	219213065	-	13	NC_000002.12		
LAN	ABCB6	219209772-219218958	219212387	219212491	14 	chr2	219212387	219212491	-	14	NC_000002.12		
LAN	ABCB6	219209772-219218958	219210934	219211108	15 	chr2	219210934	219211108	-	15	NC_000002.12		
LAN	ABCB6	219209772-219218958	219210711	219210823	16 	chr2	219210711	219210823	-	16	NC_000002.12		
LAN	ABCB6	219209772-219218958	219210381	219210475	17 	chr2	219210381	219210475	-	17	NC_000002.12		
LAN	ABCB6	219209772-219218958	219210230	219210298	18 	chr2	219210230	219210298	-	18	NC_000002.12		
LAN	ABCB6	219209772-219218958	219209938	219210046	19 	chr2	219209772	219210046	-	19	NC_000002.12		
VEL	SMIM1	3772749-3775956	*	*	*	chr1	3772749	3772788	+	1	NC_000001.11		
VEL	SMIM1	3772749-3775956	*	*	*	chr1	3773063	3773181	+	2	NC_000001.11		
VEL	SMIM1	3772749-3775956	3775374	3775483	1 	chr1	3775299	3775483	+	3	NC_000001.11		
VEL	SMIM1	3772749-3775956	3775795	3775921	2 	chr1	3775795	3775956	+	4	NC_000001.11		
CD59	CD59	33703010-33736423	*	*	*	chr11	33736382	33736423	-	1	NC_000011.10		
CD59	CD59	33703010-33736423	*	*	*	chr11	33733495	33733610	-	2	NC_000011.10		
CD59	CD59	33703010-33736423	*	*	*	chr11	33731424	33731468	-	3	NC_000011.10		
CD59	CD59	33703010-33736423	33722379	33722445	1 	chr11	33722379	33722463	-	4	NC_000011.10		
CD59	CD59	33703010-33736423	33717370	33717471	2 	chr11	33717370	33717471	-	5	NC_000011.10		
CD59	CD59	33703010-33736423	33710126	33710343	3 	chr11	33703010	33710343	-	6	NC_000011.10		
AUG	SLC29A1	44223595-44234142 	*	*	*	chr6	44223595	44223641	+	1	NC_000006.12		
AUG	SLC29A1	44223595-44234142 	44227314 	44227342 	1 	chr6	44227263	44227342	+	2	NC_000006.12		
AUG	SLC29A1	44223595-44234142	44229390 	44229471 	2 	chr6	44229390	44229471	+	3	NC_000006.12		
AUG	SLC29A1	44223595-44234142	44229589 	44229791 	3 	chr6	44229589	44229791	+	4	NC_000006.12		
AUG	SLC29A1	44223595-44234142	44229907 	44230046 	4 	chr6	44229907	44230046	+	5	NC_000006.12		
AUG	SLC29A1	44223595-44234142	44230347 	44230481 	5 	chr6	44230347	44230481	+	6	NC_000006.12		
AUG	SLC29A1	44223595-44234142	44230568 	44230665 	6 	chr6	44230568	44230665	+	7	NC_000006.12		
AUG	SLC29A1	44223595-44234142	44230811 	44230889 	7 	chr6	44230811	44230889	+	8	NC_000006.12		
AUG	SLC29A1	44223595-44234142	44231364 	44231461 	8 	chr6	44231364	44231461	+	9	NC_000006.12		
AUG	SLC29A1	44223595-44234142	44231998 	44232106 	9 	chr6	44231998	44232106	+	10	NC_000006.12		
AUG	SLC29A1	44223595-44234142	44232343 	44232428 	10 	chr6	44232343	44232428	+	11	NC_000006.12		
AUG	SLC29A1	44223595-44234142	44232807 	44233006 	11 	chr6	44232807	44233006	+	12	NC_000006.12		
AUG	SLC29A1	44223595-44234142	44233417 	44233528 	12 	chr6	44233417	44234142	+	13	NC_000006.12		
KANNO	PRNP	4686456-4701588	*	*	*	chr20	4686456	4686512	+	1 	NC_000020.11		
KANNO	PRNP	4686456-4701588	4699221 	4699982 	1 	chr20	4699211	4701588	+	2 	NC_000020.11		
SID	B4GALNT2	49132769-49176840	49133026 	49133219 	1 	chr17	49132967 	49133219 	+	1 	NC_000017.11		
SID	B4GALNT2	49132769-49176840	49141247 	49141447 	2 	chr17	49141247 	49141447 	+	2 	NC_000017.11		
SID	B4GALNT2	49132769-49176840	49142035 	49142172 	3 	chr17	49142035 	49142172 	+	3 	NC_000017.11		
SID	B4GALNT2	49132769-49176840	49152800 	49152906 	4 	chr17	49152800 	49152906 	+	4 	NC_000017.11		
SID	B4GALNT2	49132769-49176840	49156566 	49156603 	5 	chr17	49156566 	49156603 	+	5 	NC_000017.11		
SID	B4GALNT2	49132769-49176840	49159037 	49159217 	6 	chr17	49159037 	49159217 	+	6 	NC_000017.11		
SID	B4GALNT2	49132769-49176840	49160555 	49160641 	7 	chr17	49160555 	49160641 	+	7 	NC_000017.11		
SID	B4GALNT2	49132769-49176840	49164088 	49164275 	8 	chr17	49164088 	49164275 	+	8 	NC_000017.11		
SID	B4GALNT2	49132769-49176840	49166114 	49166254 	9 	chr17	49166114 	49166254 	+	9 	NC_000017.11		
SID	B4GALNT2	49132769-49176840	49168681 	49168900 	10 	chr17	49168681 	49168900 	+	10 	NC_000017.11		
SID	B4GALNT2	49132769-49176840	49169523 	49169728 	11 	chr17	49169523 	49169874 	+	11 	NC_000017.11		
CTL2	SLC44A2	10625553-10644557 	10625634 	10625670 	1 	chr19	10625553	10625670	+	1	NC_000019.10		
CTL2	SLC44A2	10625553-10644557 	10626253 	10626301 	2 	chr19	10626253	10626301	+	2	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10627722 	10627795 	3 	chr19	10627722	10627795	+	3	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10627920 	10628004 	4 	chr19	10627920	10628004	+	4	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10631057 	10631141 	5 	chr19	10631057	10631141	+	5	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10631275 	10631385 	6 	chr19	10631275	10631385	+	6	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10631475 	10631535 	7 	chr19	10631475	10631535	+	7	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10631626 	10631749 	8 	chr19	10631626	10631749	+	8	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10631868 	10631951 	9 	chr19	10631868	10631951	+	9	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10632044 	10632156 	10 	chr19	10632044	10632156	+	10	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10634756 	10634887 	11 	chr19	10634756	10634887	+	11	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10634974 	10635073 	12 	chr19	10634974	10635073	+	12	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10635163 	10635255 	13 	chr19	10635163	10635255	+	13	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10635431 	10635515 	14 	chr19	10635431	10635515	+	14	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10636323 	10636585 	15 	chr19	10636323	10636585	+	15	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10636662 	10636756 	16 	chr19	10636662	10636756	+	16	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10637644 	10637747 	17 	chr19	10637644	10637747	+	17	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10637856 	10637929 	18 	chr19	10637856	10637929	+	18	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10638023 	10638093 	19 	chr19	10638023	10638093	+	19	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10638227 	10638315 	20 	chr19	10638227	10638315	+	20	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10642367 	10642451 	21 	chr19	10642367	10642451	+	21	NC_000019.10		
CTL2	SLC44A2	10625553-10644557	10643279 	10643385 	22 	chr19	10643279	10644557	+	22	NC_000019.10		
PEL	ABCC4	95019835-95301451	95301241 	95301314 	1 	chr13	95301241	95301451	-	1	NC_000013.11		
PEL	ABCC4	95019835-95301451	95247643 	95247753 	2 	chr13	95247643	95247753	-	2	NC_000013.11		
PEL	ABCC4	95019835-95301451	95246975 	95247095 	3 	chr13	95246975	95247095	-	3	NC_000013.11		
PEL	ABCC4	95019835-95301451	95234610 	95234834 	4 	chr13	95234610	95234834	-	4	NC_000013.11		
PEL	ABCC4	95019835-95301451	95210692 	95210781 	5 	chr13	95210692	95210781	-	5	NC_000013.11		
PEL	ABCC4	95019835-95301451	95209434 	95209597 	6 	chr13	95209434	95209597	-	6	NC_000013.11		
PEL	ABCC4	95019835-95301451	95207800 	95207925 	7 	chr13	95207800	95207925	-	7	NC_000013.11		
PEL	ABCC4	95019835-95301451	95206532 	95206781 	8 	chr13	95206532	95206781	-	8	NC_000013.11		
PEL	ABCC4	95019835-95301451	95194836 	95194937 	9 	chr13	95194836	95194937	-	9	NC_000013.11		
PEL	ABCC4	95019835-95301451	95188453 	95188542 	10 	chr13	95188453	95188542	-	10	NC_000013.11		
PEL	ABCC4	95019835-95301451	95186701 	95186892 	11 	chr13	95186701	95186892	-	11	NC_000013.11		
PEL	ABCC4	95019835-95301451	95177997 	95178091 	12 	chr13	95177997	95178091	-	12	NC_000013.11		
PEL	ABCC4	95019835-95301451	95177707 	95177793 	13 	chr13	95177707	95177793	-	13	NC_000013.11		
PEL	ABCC4	95019835-95301451	95170532 	95170628 	14 	chr13	95170532	95170628	-	14	NC_000013.11		
PEL	ABCC4	95019835-95301451	95166158 	95166367 	15 	chr13	95166158	95166367	-	15	NC_000013.11		
PEL	ABCC4	95019835-95301451	95164378 	95164518 	16 	chr13	95164378	95164518	-	16	NC_000013.11		
PEL	ABCC4	95019835-95301451	95163610 	95163647 	17 	chr13	95163610	95163647	-	17	NC_000013.11		
PEL	ABCC4	95019835-95301451	95163122 	95163216 	18 	chr13	95163122	95163216	-	18	NC_000013.11		
PEL	ABCC4	95019835-95301451	95161189 	95161335 	19 	chr13	95161189	95161335	-	19	NC_000013.11		
PEL	ABCC4	95019835-95301451	95115922 	95116001 	20 	chr13	95115922	95116001	-	20	NC_000013.11		
PEL	ABCC4	95019835-95301451	95083140 	95083290 	21 	chr13	95083140	95083290	-	21	NC_000013.11		
PEL	ABCC4	95019835-95301451	95075432 	95075551 	22 	chr13	95075432	95075551	-	22	NC_000013.11		
PEL	ABCC4	95019835-95301451	95074214 	95074324 	23 	chr13	95074214	95074324	-	23	NC_000013.11		
PEL	ABCC4	95019835-95301451	95073204 	95073304 	24 	chr13	95073204	95073304	-	24	NC_000013.11		
PEL	ABCC4	95019835-95301451	95071662 	95071853 	25 	chr13	95071662	95071853	-	25	NC_000013.11		
PEL	ABCC4	95019835-95301451	95062704 	95062859 	26 	chr13	95062704	95062859	-	26	NC_000013.11		
PEL	ABCC4	95019835-95301451	95053095 	95053184 	27 	chr13	95053095	95053184	-	27	NC_000013.11		
PEL	ABCC4	95019835-95301451	95044266 	95044438 	28 	chr13	95044266	95044438	-	28	NC_000013.11		
PEL	ABCC4	95019835-95301451	95043682 	95043787 	29 	chr13	95043682	95043787	-	29	NC_000013.11		
PEL	ABCC4	95019835-95301451	95034605 	95034739 	30 	chr13	95034605	95034739	-	30	NC_000013.11		
PEL	ABCC4	95019835-95301451	95021575 	95021682 	31 	chr13	95019835	95021682	-	31	NC_000013.11		
MAM	EMP3	48325552-48330553	*	*	*	chr19	48325552	48325610	+	1	NC_000019.10		
MAM	EMP3	48325552-48330553	48326845 	48326922 	1	chr19	48326830	48326922	+	2	NC_000019.10		
MAM	EMP3	48325552-48330553	48327521 	48327623 	2	chr19	48327521	48327623	+	3	NC_000019.10		
MAM	EMP3	48325552-48330553	48329352 	48329492 	3	chr19	48329352	48329492	+	4	NC_000019.10		
MAM	EMP3	48325552-48330553	48330301 	48330470 	4	chr19	48330301	48330553	+	5	NC_000019.10		
EMM	PIGG	499210-540200 	499336 	499489 	1 	chr4	499210	499489	+	1	NC_000004.12		
EMM	PIGG	499210-540200 	500396 	500601 	2 	chr4	500396	500601	+	2	NC_000004.12		
EMM	PIGG	499210-540200	505718 	505927 	3 	chr4	505718	505927	+	3	NC_000004.12		
EMM	PIGG	499210-540200	507405 	507593 	4 	chr4	507405	507593	+	4	NC_000004.12		
EMM	PIGG	499210-540200	508829 	508970 	5 	chr4	508829	508970	+	5	NC_000004.12		
EMM	PIGG	499210-540200	515973 	516185 	6 	chr4	515973	516185	+	6	NC_000004.12		
EMM	PIGG	499210-540200	521056 	521273 	7 	chr4	521056	521273	+	7	NC_000004.12		
EMM	PIGG	499210-540200	521660 	521941 	8 	chr4	521660	521941	+	8	NC_000004.12		
EMM	PIGG	499210-540200	523459 	523913 	9 	chr4	523459	523913	+	9	NC_000004.12		
EMM	PIGG	499210-540200	527039 	527230 	10 	chr4	527039	527230	+	10	NC_000004.12		
