System_names	Gene	Gene_position	Coding_region_start	Coding_region_end	Coding_order	chr	Exon_start	Exon_end	strand	Exon	chr(GCF_000001405.25_GRCh37.p13)
KN	CR1	207669492-207815110	207700366	207700468	7	chr1	207700366	207700468	+	7	NC_000001.10
KN	CR1	207669492-207815110	207702061	207702146	8	chr1	207702061	207702146	+	8	NC_000001.10
KN	CR1	207669492-207815110	207705525	207705743	9	chr1	207705525	207705743	+	9	NC_000001.10
KN	CR1	207669492-207815110	207706754	207706933	10	chr1	207706754	207706933	+	10	NC_000001.10
KN	CR1	207669492-207815110	207707542	207707641	11	chr1	207707542	207707641	+	11	NC_000001.10
KN	CR1	207669492-207815110	207713326	207713411	12	chr1	207713326	207713411	+	12	NC_000001.10
KN	CR1	207669492-207815110	207715527	207715925	13	chr1	207715527	207715925	+	13	NC_000001.10
KN	CR1	207669492-207815110	207737209	207737385	14	chr1	207737209	207737385	+	14	NC_000001.10
KN	CR1	207669492-207815110	207737477	207737579	15	chr1	207737477	207737579	+	15	NC_000001.10
KN	CR1	207669492-207815110	207739183	207739268	16	chr1	207739183	207739268	+	16	NC_000001.10
KN	CR1	207669492-207815110	207741169	207741387	17	chr1	207741169	207741387	+	17	NC_000001.10
KN	CR1	207669492-207815110	207742404	207742583	18	chr1	207742404	207742583	+	18	NC_000001.10
KN	CR1	207669492-207815110	207743192	207743291	19	chr1	207743192	207743291	+	19	NC_000001.10
KN	CR1	207669492-207815110	207748940	207749025	20	chr1	207748940	207749025	+	20	NC_000001.10
KN	CR1	207669492-207815110	207751150	207751548	21	chr1	207751150	207751548	+	21	NC_000001.10
KN	CR1	207669492-207815110	207753585	207753761	22	chr1	207753585	207753761	+	22	NC_000001.10
KN	CR1	207669492-207815110	207753856	207753958	23	chr1	207753856	207753958	+	23	NC_000001.10
KN	CR1	207669492-207815110	207755263	207755348	24	chr1	207755263	207755348	+	24	NC_000001.10
KN	CR1	207669492-207815110	207757994	207758221	25	chr1	207757994	207758221	+	25	NC_000001.10
KN	CR1	207669492-207815110	207760731	207760910	26	chr1	207760731	207760910	+	26	NC_000001.10
KN	CR1	207669492-207815110	207762020	207762119	27	chr1	207762020	207762119	+	27	NC_000001.10
KN	CR1	207669492-207815110	207780596	207780681	28	chr1	207780596	207780681	+	28	NC_000001.10
KN	CR1	207669492-207815110	207782635	207783033	29	chr1	207782635	207783033	+	29	NC_000001.10
KN	CR1	207669492-207815110	207785022	207785198	30	chr1	207785022	207785198	+	30	NC_000001.10
KN	CR1	207669492-207815110	207785284	207785386	31	chr1	207785284	207785386	+	31	NC_000001.10
KN	CR1	207669492-207815110	207787749	207787834	32	chr1	207787749	207787834	+	32	NC_000001.10
KN	CR1	207669492-207815110	207789920	207790147	33	chr1	207789920	207790147	+	33	NC_000001.10
KN	CR1	207669492-207815110	207791416	207791592	34	chr1	207791416	207791592	+	34	NC_000001.10
KN	CR1	207669492-207815110	207793225	207793410	35	chr1	207793225	207793410	+	35	NC_000001.10
KN	CR1	207669492-207815110	207795318	207795341	36	chr1	207795318	207795341	+	36	NC_000001.10
KN	CR1	207669492-207815110	207796338	207796413	37	chr1	207796338	207796413	+	37	NC_000001.10
KN	CR1	207669492-207815110	207803862	207803966	38	chr1	207803862	207803966	+	38	NC_000001.10
KN	CR1	207669492-207815110	207812742	207812754	39	chr1	207812742	207815110	+	39	NC_000001.10
IN	CD44	35160718-35253949	35160851	35160917	1	chr11	35160718	35160917	+	1	NC_000011.9
IN	CD44	35160718-35253949	35198122	35198287	2	chr11	35198122	35198287	+	2	NC_000011.9
IN	CD44	35160718-35253949	35201821	35201954	3	chr11	35201821	35201954	+	3	NC_000011.9
IN	CD44	35160718-35253949	35208379	35208447	4	chr11	35208379	35208447	+	4	NC_000011.9
IN	CD44	35160718-35253949	35211382	35211612	5	chr11	35211382	35211612	+	5	NC_000011.9
IN	CD44	35160718-35253949	35236399	35236461	6	chr11	35236399	35236461	+	6	NC_000011.9
IN	CD44	35160718-35253949	35240863	35240934	7	chr11	35240863	35240934	+	7	NC_000011.9
IN	CD44	35160718-35253949	35243201	35243279	8	chr11	35243201	35243279	+	8	NC_000011.9
IN	CD44	35160718-35253949	35250676	35250880	9	chr11	35250676	35253949	+	9	NC_000011.9
OK	BSG	572596-583493	572635	572701	1	chr19	572596	572701	+	1	NC_000019.9
OK	BSG	572596-583493	579500	579656	2	chr19	579500	579656	+	2	NC_000019.9
OK	BSG	572596-583493	580379	580461	3	chr19	580379	580461	+	3	NC_000019.9
OK	BSG	572596-583493	580646	580782	4	chr19	580646	580782	+	4	NC_000019.9
OK	BSG	572596-583493	581315	581591	5	chr19	581315	581591	+	5	NC_000019.9
OK	BSG	572596-583493	582306	582330	6	chr19	582306	582330	+	6	NC_000019.9
OK	BSG	572596-583493	582514	582577	7	chr19	582514	582582	+	7	NC_000019.9
OK	BSG	572596-583493	*	*	*	chr19	582750	583493	+	8	NC_000019.9
RAPH	CD151	832952-838835	*	*	*	chr11	832952	833026	+	1	NC_000011.9
RAPH	CD151	832952-838835	*	*	*	chr11	834530	834591	+	2	NC_000011.9
RAPH	CD151	832952-838835	836070	836153	1	chr11	836063	836153	+	3	NC_000011.9
RAPH	CD151	832952-838835	836251	836442	2	chr11	836251	836442	+	4	NC_000011.9
RAPH	CD151	832952-838835	836769	836843	3	chr11	836769	836843	+	5	NC_000011.9
RAPH	CD151	832952-838835	837250	837354	4	chr11	837250	837354	+	6	NC_000011.9
RAPH	CD151	832952-838835	837460	837618	5	chr11	837460	837618	+	7	NC_000011.9
RAPH	CD151	832952-838835	837942	838028	6	chr11	837942	838028	+	8	NC_000011.9
RAPH	CD151	832952-838835	838133	838192	7	chr11	838133	838831	+	9	NC_000011.9
JMH	SEMA7A	74701630-74726299	74726082	74726259	1	chr15	74726082	74726299	-	1	NC_000015.9
JMH	SEMA7A	74701630-74726299	74711142	74711293	2	chr15	74711142	74711293	-	2	NC_000015.9
JMH	SEMA7A	74701630-74726299	74710609	74710650	3	chr15	74710609	74710650	-	3	NC_000015.9
JMH	SEMA7A	74701630-74726299	74710218	74710310	4	chr15	74710218	74710310	-	4	NC_000015.9
JMH	SEMA7A	74701630-74726299	74709932	74710016	5	chr15	74709932	74710016	-	5	NC_000015.9
JMH	SEMA7A	74701630-74726299	74709676	74709786	6	chr15	74709676	74709786	-	6	NC_000015.9
JMH	SEMA7A	74701630-74726299	74708916	74709055	7	chr15	74708916	74709055	-	7	NC_000015.9
JMH	SEMA7A	74701630-74726299	74708142	74708326	8	chr15	74708142	74708326	-	8	NC_000015.9
JMH	SEMA7A	74701630-74726299	74707179	74707287	9	chr15	74707179	74707287	-	9	NC_000015.9
JMH	SEMA7A	74701630-74726299	74706888	74707086	10	chr15	74706888	74707086	-	10	NC_000015.9
JMH	SEMA7A	74701630-74726299	74704226	74704353	11	chr15	74704226	74704353	-	11	NC_000015.9
JMH	SEMA7A	74701630-74726299	74703897	74704051	12	chr15	74703897	74704051	-	12	NC_000015.9
JMH	SEMA7A	74701630-74726299	74703636	74703697	13	chr15	74703636	74703697	-	13	NC_000015.9
JMH	SEMA7A	74701630-74726299	74702965	74703326	14	chr15	74701630	74703326	-	14	NC_000015.9
I	GCNT2	10585993-10629601	10586223	10587147	1	chr6	10585993	10587147	+	1	NC_000006.11
I	GCNT2	10585993-10629601	10621584	10621676	2	chr6	10621584	10621676	+	2	NC_000006.11
I	GCNT2	10585993-10629601	10626650	10626840	3	chr6	10626650	10629601	+	3	NC_000006.11
GLOB	B3GALNT1	160801671-160823137	*	*	*	chr3	160823023	160823137	-	1	NC_000003.11
GLOB	B3GALNT1	160801671-160823137	*	*	*	chr3	160822107	160822194	-	2	NC_000003.11
GLOB	B3GALNT1	160801671-160823137	*	*	*	chr3	160821215	160821305	-	3	NC_000003.11
GLOB	B3GALNT1	160801671-160823137	*	*	*	chr3	160818927	160819021	-	4	NC_000003.11
GLOB	B3GALNT1	160801671-160823137	160803547	160804542	1	chr3	160801671	160804576	-	5	NC_000003.11
GIL	AQP3	33441158-33447591	33447421	33447528	1	chr9	33447421	33447591	-	1	NC_000009.11
GIL	AQP3	33441158-33447591	33443764	33443890	2	chr9	33443764	33443890	-	2	NC_000009.11
GIL	AQP3	33441158-33447591	33443319	33443456	3	chr9	33443319	33443456	-	3	NC_000009.11
GIL	AQP3	33441158-33447591	33442850	33442968	4	chr9	33442850	33442968	-	4	NC_000009.11
GIL	AQP3	33441158-33447591	33442299	33442516	5	chr9	33442299	33442516	-	5	NC_000009.11
GIL	AQP3	33441158-33447591	33442041	33442209	6	chr9	33441158	33442209	-	6	NC_000009.11
RHAG	RHAG	49572888-49604552	49604369	49604525	1	chr6	49604369	49604552	-	1	NC_000006.11
RHAG	RHAG	49572888-49604552	49586892	49587075	2	chr6	49586892	49587075	-	2	NC_000006.11
RHAG	RHAG	49572888-49604552	49585781	49585931	3	chr6	49585781	49585931	-	3	NC_000006.11
RHAG	RHAG	49572888-49604552	49583337	49583484	4	chr6	49583337	49583484	-	4	NC_000006.11
RHAG	RHAG	49572888-49604552	49582400	49582566	5	chr6	49582400	49582566	-	5	NC_000006.11
RHAG	RHAG	49572888-49604552	49580110	49580247	6	chr6	49580110	49580247	-	6	NC_000006.11
RHAG	RHAG	49572888-49604552	49578737	49578858	7	chr6	49578737	49578858	-	7	NC_000006.11
RHAG	RHAG	49572888-49604552	49574863	49574933	8	chr6	49574863	49574933	-	8	NC_000006.11
RHAG	RHAG	49572888-49604552	49574561	49574634	9	chr6	49574561	49574634	-	9	NC_000006.11
RHAG	RHAG	49572888-49604552	49573526	49573543	10	chr6	49572888	49573543	-	10	NC_000006.11
FORS	GBGT1	136028335-136039301	*	*	*	chr9	136039141	136039301	-	1	NC_000009.11
FORS	GBGT1	136028335-136039301	136037729	136037799	1	chr9	136037729	136037919	-	2	NC_000009.11
FORS	GBGT1	136028335-136039301	136036854	136036919	2	chr9	136036854	136036919	-	3	NC_000009.11
FORS	GBGT1	136028335-136039301	136031402	136031452	3	chr9	136031402	136031452	-	4	NC_000009.11
FORS	GBGT1	136028335-136039301	136031288	136031323	4	chr9	136031288	136031323	-	5	NC_000009.11
FORS	GBGT1	136028335-136039301	136030565	136030699	5	chr9	136030565	136030699	-	6	NC_000009.11
FORS	GBGT1	136028335-136039301	136028964	136029648	6	chr9	136028335	136029648	-	7	NC_000009.11
JR	ABCG2	89011421-89079791	*	*	*	chr4	89079538	89079791	-	1	NC_000004.11
JR	ABCG2	89011421-89079791	89060945	89061147	1	chr4	89060945	89061166	-	2	NC_000004.11
JR	ABCG2	89011421-89079791	89053728	89053787	2	chr4	89053728	89053787	-	3	NC_000004.11
JR	ABCG2	89011421-89079791	89052955	89053069	3	chr4	89052955	89053069	-	4	NC_000004.11
JR	ABCG2	89011421-89079791	89052213	89052365	4	chr4	89052213	89052365	-	5	NC_000004.11
JR	ABCG2	89011421-89079791	89042787	89042944	5	chr4	89042787	89042944	-	6	NC_000004.11
JR	ABCG2	89011421-89079791	89039261	89039412	6	chr4	89039261	89039412	-	7	NC_000004.11
JR	ABCG2	89011421-89079791	89036109	89036210	7	chr4	89036109	89036210	-	8	NC_000004.11
JR	ABCG2	89011421-89079791	89034455	89034705	8	chr4	89034455	89034705	-	9	NC_000004.11
JR	ABCG2	89011421-89079791	89028336	89028418	9	chr4	89028336	89028418	-	10	NC_000004.11
JR	ABCG2	89011421-89079791	89022382	89022471	10	chr4	89022382	89022471	-	11	NC_000004.11
JR	ABCG2	89011421-89079791	89020476	89020600	11	chr4	89020476	89020600	-	12	NC_000004.11
JR	ABCG2	89011421-89079791	89018605	89018759	12	chr4	89018605	89018759	-	13	NC_000004.11
JR	ABCG2	89011421-89079791	89016672	89016761	13	chr4	89016672	89016761	-	14	NC_000004.11
JR	ABCG2	89011421-89079791	89015729	89015811	14	chr4	89015729	89015811	-	15	NC_000004.11
JR	ABCG2	89011421-89079791	89013386	89013533	15	chr4	89011421	89013533	-	16	NC_000004.11
LAN	ABCB6	220074494-220083680	220082847	220083395	1	chr2	220082847	220083680	-	1	NC_000002.11
LAN	ABCB6	220074494-220083680	220082392	220082529	2	chr2	220082392	220082529	-	2	NC_000002.11
LAN	ABCB6	220074494-220083680	220081374	220081554	3	chr2	220081374	220081554	-	3	NC_000002.11
LAN	ABCB6	220074494-220083680	220081086	220081187	4	chr2	220081086	220081187	-	4	NC_000002.11
LAN	ABCB6	220074494-220083680	220080719	220080902	5	chr2	220080719	220080902	-	5	NC_000002.11
LAN	ABCB6	220074494-220083680	220079683	220079804	6	chr2	220079683	220079804	-	6	NC_000002.11
LAN	ABCB6	220074494-220083680	220079111	220079220	7	chr2	220079111	220079220	-	7	NC_000002.11
LAN	ABCB6	220074494-220083680	220078843	220078908	8	chr2	220078843	220078908	-	8	NC_000002.11
LAN	ABCB6	220074494-220083680	220078548	220078673	9	chr2	220078548	220078673	-	9	NC_000002.11
LAN	ABCB6	220074494-220083680	220078312	220078388	10	chr2	220078312	220078388	-	10	NC_000002.11
LAN	ABCB6	220074494-220083680	220078161	220078224	11	chr2	220078161	220078224	-	11	NC_000002.11
LAN	ABCB6	220074494-220083680	220077963	220078048	12	chr2	220077963	220078048	-	12	NC_000002.11
LAN	ABCB6	220074494-220083680	220077730	220077787	13	chr2	220077730	220077787	-	13	NC_000002.11
LAN	ABCB6	220074494-220083680	220077109	220077213	14	chr2	220077109	220077213	-	14	NC_000002.11
LAN	ABCB6	220074494-220083680	220075656	220075830	15	chr2	220075656	220075830	-	15	NC_000002.11
LAN	ABCB6	220074494-220083680	220075433	220075545	16	chr2	220075433	220075545	-	16	NC_000002.11
LAN	ABCB6	220074494-220083680	220075103	220075197	17	chr2	220075103	220075197	-	17	NC_000002.11
LAN	ABCB6	220074494-220083680	220074952	220075020	18	chr2	220074952	220075020	-	18	NC_000002.11
LAN	ABCB6	220074494-220083680	220074660	220074768	19	chr2	220074494	220074768	-	19	NC_000002.11
VEL	SMIM1	3689313-3692520	*	*	*	chr1	3689313	3689352	+	1	NC_000001.10
VEL	SMIM1	3689313-3692520	*	*	*	chr1	3689627	3689745	+	2	NC_000001.10
VEL	SMIM1	3689313-3692520	3691938	3692047	1	chr1	3691863	3692047	+	3	NC_000001.10
VEL	SMIM1	3689313-3692520	3692359	3692485	2	chr1	3692359	3692520	+	4	NC_000001.10
CD59	CD59	33724556-33757969	*	*	*	chr11	33757928	33757969	-	1	NC_000011.9
CD59	CD59	33724556-33757969	*	*	*	chr11	33755041	33755156	-	2	NC_000011.9
CD59	CD59	33724556-33757969	*	*	*	chr11	33752970	33753014	-	3	NC_000011.9
CD59	CD59	33724556-33757969	33743925	33743991	1	chr11	33743925	33744009	-	4	NC_000011.9
CD59	CD59	33724556-33757969	33738916	33739017	2	chr11	33738916	33739017	-	5	NC_000011.9
CD59	CD59	33724556-33757969	33731672	33731889	3	chr11	33724556	33731889	-	6	NC_000011.9
AUG	SLC29A1	44191332-44201879	*	*	*	chr6	44191332	44191378	+	1	NC_000006.11
AUG	SLC29A1	44191332-44201879	44195051	44195079	1	chr6	44195000	44195079	+	2	NC_000006.11
AUG	SLC29A1	44191332-44201879	44197127	44197208	2	chr6	44197127	44197208	+	3	NC_000006.11
AUG	SLC29A1	44191332-44201879	44197326	44197528	3	chr6	44197326	44197528	+	4	NC_000006.11
AUG	SLC29A1	44191332-44201879	44197644	44197783	4	chr6	44197644	44197783	+	5	NC_000006.11
AUG	SLC29A1	44191332-44201879	44198084	44198218	5	chr6	44198084	44198218	+	6	NC_000006.11
AUG	SLC29A1	44191332-44201879	44198305	44198402	6	chr6	44198305	44198402	+	7	NC_000006.11
AUG	SLC29A1	44191332-44201879	44198548	44198626	7	chr6	44198548	44198626	+	8	NC_000006.11
AUG	SLC29A1	44191332-44201879	44199101	44199198	8	chr6	44199101	44199198	+	9	NC_000006.11
AUG	SLC29A1	44191332-44201879	44199735	44199843	9	chr6	44199735	44199843	+	10	NC_000006.11
AUG	SLC29A1	44191332-44201879	44200080	44200165	10	chr6	44200080	44200165	+	11	NC_000006.11
AUG	SLC29A1	44191332-44201879	44200544	44200743	11	chr6	44200544	44200743	+	12	NC_000006.11
AUG	SLC29A1	44191332-44201879	44201154	44201265	12	chr6	44201154	44201879	+	13	NC_000006.11
KANNO	PRNP	4667102-4682234	*	*	*	chr20	4667102	4667158	+	1	NC_000020.10
KANNO	PRNP	4667102-4682234	4679867	4680628	1	chr20	4679857	4682234	+	2	NC_000020.10
SID	B4GALNT2	47210131-47254202	47210388	47210581	1	chr17	47210329	47210581	+	1	NC_000017.10
SID	B4GALNT2	47210131-47254202	47218609	47218809	2	chr17	47218609	47218809	+	2	NC_000017.10
SID	B4GALNT2	47210131-47254202	47219397	47219534	3	chr17	47219397	47219534	+	3	NC_000017.10
SID	B4GALNT2	47210131-47254202	47230162	47230268	4	chr17	47230162	47230268	+	4	NC_000017.10
SID	B4GALNT2	47210131-47254202	47233928	47233965	5	chr17	47233928	47233965	+	5	NC_000017.10
SID	B4GALNT2	47210131-47254202	47236399	47236579	6	chr17	47236399	47236579	+	6	NC_000017.10
SID	B4GALNT2	47210131-47254202	47237917	47238003	7	chr17	47237917	47238003	+	7	NC_000017.10
SID	B4GALNT2	47210131-47254202	47241450	47241637	8	chr17	47241450	47241637	+	8	NC_000017.10
SID	B4GALNT2	47210131-47254202	47243476	47243616	9	chr17	47243476	47243616	+	9	NC_000017.10
SID	B4GALNT2	47210131-47254202	47246043	47246262	10	chr17	47246043	47246262	+	10	NC_000017.10
SID	B4GALNT2	47210131-47254202	47246885	47247090	11	chr17	47246885	47247236	+	11	NC_000017.10
CTL2	SLC44A2	10736229-10755233	10736310	10736346	1	chr19	10736229	10736346	+	1	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10736929	10736977	2	chr19	10736929	10736977	+	2	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10738398	10738471	3	chr19	10738398	10738471	+	3	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10738596	10738680	4	chr19	10738596	10738680	+	4	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10741733	10741817	5	chr19	10741733	10741817	+	5	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10741951	10742061	6	chr19	10741951	10742061	+	6	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10742151	10742211	7	chr19	10742151	10742211	+	7	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10742302	10742425	8	chr19	10742302	10742425	+	8	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10742544	10742627	9	chr19	10742544	10742627	+	9	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10742720	10742832	10	chr19	10742720	10742832	+	10	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10745432	10745563	11	chr19	10745432	10745563	+	11	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10745650	10745749	12	chr19	10745650	10745749	+	12	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10745839	10745931	13	chr19	10745839	10745931	+	13	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10746107	10746191	14	chr19	10746107	10746191	+	14	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10746999	10747261	15	chr19	10746999	10747261	+	15	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10747338	10747432	16	chr19	10747338	10747432	+	16	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10748320	10748423	17	chr19	10748320	10748423	+	17	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10748532	10748605	18	chr19	10748532	10748605	+	18	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10748699	10748769	19	chr19	10748699	10748769	+	19	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10748903	10748991	20	chr19	10748903	10748991	+	20	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10753043	10753127	21	chr19	10753043	10753127	+	21	NC_000019.9
CTL2	SLC44A2	10736229-10755233	10753955	10754061	22	chr19	10753955	10755233	+	22	NC_000019.9
PEL	ABCC4	95672089-95953705	95953495	95953568	1	chr13	95953495	95953705	-	1	NC_000013.10
PEL	ABCC4	95672089-95953705	95899897	95900007	2	chr13	95899897	95900007	-	2	NC_000013.10
PEL	ABCC4	95672089-95953705	95899229	95899349	3	chr13	95899229	95899349	-	3	NC_000013.10
PEL	ABCC4	95672089-95953705	95886864	95887088	4	chr13	95886864	95887088	-	4	NC_000013.10
PEL	ABCC4	95672089-95953705	95862946	95863035	5	chr13	95862946	95863035	-	5	NC_000013.10
PEL	ABCC4	95672089-95953705	95861688	95861851	6	chr13	95861688	95861851	-	6	NC_000013.10
PEL	ABCC4	95672089-95953705	95860054	95860179	7	chr13	95860054	95860179	-	7	NC_000013.10
PEL	ABCC4	95672089-95953705	95858786	95859035	8	chr13	95858786	95859035	-	8	NC_000013.10
PEL	ABCC4	95672089-95953705	95847090	95847191	9	chr13	95847090	95847191	-	9	NC_000013.10
PEL	ABCC4	95672089-95953705	95840707	95840796	10	chr13	95840707	95840796	-	10	NC_000013.10
PEL	ABCC4	95672089-95953705	95838955	95839146	11	chr13	95838955	95839146	-	11	NC_000013.10
PEL	ABCC4	95672089-95953705	95830251	95830345	12	chr13	95830251	95830345	-	12	NC_000013.10
PEL	ABCC4	95672089-95953705	95829961	95830047	13	chr13	95829961	95830047	-	13	NC_000013.10
PEL	ABCC4	95672089-95953705	95822786	95822882	14	chr13	95822786	95822882	-	14	NC_000013.10
PEL	ABCC4	95672089-95953705	95818412	95818621	15	chr13	95818412	95818621	-	15	NC_000013.10
PEL	ABCC4	95672089-95953705	95816632	95816772	16	chr13	95816632	95816772	-	16	NC_000013.10
PEL	ABCC4	95672089-95953705	95815864	95815901	17	chr13	95815864	95815901	-	17	NC_000013.10
PEL	ABCC4	95672089-95953705	95815376	95815470	18	chr13	95815376	95815470	-	18	NC_000013.10
PEL	ABCC4	95672089-95953705	95813443	95813589	19	chr13	95813443	95813589	-	19	NC_000013.10
PEL	ABCC4	95672089-95953705	95768176	95768255	20	chr13	95768176	95768255	-	20	NC_000013.10
PEL	ABCC4	95672089-95953705	95735394	95735544	21	chr13	95735394	95735544	-	21	NC_000013.10
PEL	ABCC4	95672089-95953705	95727686	95727805	22	chr13	95727686	95727805	-	22	NC_000013.10
PEL	ABCC4	95672089-95953705	95726468	95726578	23	chr13	95726468	95726578	-	23	NC_000013.10
PEL	ABCC4	95672089-95953705	95725458	95725558	24	chr13	95725458	95725558	-	24	NC_000013.10
PEL	ABCC4	95672089-95953705	95723916	95724107	25	chr13	95723916	95724107	-	25	NC_000013.10
PEL	ABCC4	95672089-95953705	95714958	95715113	26	chr13	95714958	95715113	-	26	NC_000013.10
PEL	ABCC4	95672089-95953705	95705349	95705438	27	chr13	95705349	95705438	-	27	NC_000013.10
PEL	ABCC4	95672089-95953705	95696520	95696692	28	chr13	95696520	95696692	-	28	NC_000013.10
PEL	ABCC4	95672089-95953705	95695936	95696041	29	chr13	95695936	95696041	-	29	NC_000013.10
PEL	ABCC4	95672089-95953705	95686859	95686993	30	chr13	95686859	95686993	-	30	NC_000013.10
PEL	ABCC4	95672089-95953705	95673829	95673936	31	chr13	95672089	95673936	-	31	NC_000013.10
MAM	EMP3	48828809-48833810	*	*	*	chr19	48828809	48828867	+	1	NC_000019.9
MAM	EMP3	48828809-48833810	48830102	48830179	1	chr19	48830087	48830179	+	2	NC_000019.9
MAM	EMP3	48828809-48833810	48830778	48830880	2	chr19	48830778	48830880	+	3	NC_000019.9
MAM	EMP3	48828809-48833810	48832609	48832749	3	chr19	48832609	48832749	+	4	NC_000019.9
MAM	EMP3	48828809-48833810	48833558	48833727	4	chr19	48833558	48833810	+	5	NC_000019.9
EMM	PIGG	492999-533989	493125	493278	1	chr4	492999	493278	+	1	NC_000004.11
EMM	PIGG	492999-533989	494185	494390	2	chr4	494185	494390	+	2	NC_000004.11
EMM	PIGG	492999-533989	499507	499716	3	chr4	499507	499716	+	3	NC_000004.11
EMM	PIGG	492999-533989	501194	501382	4	chr4	501194	501382	+	4	NC_000004.11
EMM	PIGG	492999-533989	502618	502759	5	chr4	502618	502759	+	5	NC_000004.11
EMM	PIGG	492999-533989	509762	509974	6	chr4	509762	509974	+	6	NC_000004.11
EMM	PIGG	492999-533989	514845	515062	7	chr4	514845	515062	+	7	NC_000004.11
EMM	PIGG	492999-533989	515449	515730	8	chr4	515449	515730	+	8	NC_000004.11
EMM	PIGG	492999-533989	517248	517702	9	chr4	517248	517702	+	9	NC_000004.11
EMM	PIGG	492999-533989	520828	521019	10	chr4	520828	521019	+	10	NC_000004.11
EMM	PIGG	492999-533989	524225	524534	11	chr4	524225	524534	+	11	NC_000004.11
EMM	PIGG	492999-533989	527607	527770	12	chr4	527607	527770	+	12	NC_000004.11
EMM	PIGG	492999-533989	532942	533158	13	chr4	532942	533989	+	13	NC_000004.11
